order,x,iteration,allocs,get_min,get_avg,get_max,put_min,put_avg,put_max
0,1,0,1290555,94,94,94,90,90,90
0,1,1,1290555,93,93,93,90,90,90
0,1,2,1290555,94,94,94,90,90,90
0,1,3,1290555,95,95,95,91,91,91
0,2,0,1290555,105,105,105,96,96,96
0,2,1,1290555,105,105,105,97,97,97
0,2,2,1290555,104,104,104,96,96,96
0,2,3,1290555,104,104,105,96,96,96
0,3,0,1290555,114,114,114,128,128,128
0,3,1,1290555,114,114,114,127,127,127
0,3,2,1290555,114,114,115,132,132,132
0,3,3,1290555,114,114,115,127,127,127
0,4,0,1290555,150,150,150,175,175,175
0,4,1,1290555,151,151,151,172,172,172
0,4,2,1290555,149,149,149,172,172,173
0,4,3,1290555,149,149,149,171,171,171
0,5,0,1290555,189,189,189,214,214,215
0,5,1,1290555,191,191,191,219,219,220
0,5,2,1290555,189,189,189,216,216,217
0,5,3,1290555,189,189,189,215,215,216
0,6,0,1290555,226,226,226,262,262,263
0,6,1,1290555,225,225,225,259,259,260
0,6,2,1290555,226,226,226,259,259,260
0,6,3,1290555,226,226,226,261,261,261
0,7,0,1290555,264,264,264,311,311,311
0,7,1,1290555,264,264,264,311,311,312
0,7,2,1290555,264,264,264,311,311,312
0,7,3,1290555,267,267,267,307,307,308
0,8,0,1290555,298,298,298,347,347,348
0,8,1,1290555,297,297,297,354,354,355
0,8,2,1290555,298,298,298,357,357,358
0,8,3,1290555,298,298,298,356,356,357
0,9,0,1290555,339,339,340,401,401,402
0,9,1,1290555,340,340,340,399,399,400
0,9,2,1290555,340,340,340,402,402,403
0,9,3,1290555,340,340,340,397,397,398
0,10,0,1290555,377,377,377,443,443,445
0,10,1,1290555,377,377,377,445,445,446
0,10,2,1290555,376,376,376,443,444,445
0,10,3,1290555,376,376,376,442,442,443
0,11,0,1290555,414,414,414,496,496,497
0,11,1,1290555,414,414,414,497,497,498
0,11,2,1290555,414,414,414,496,496,497
0,11,3,1290555,414,414,414,493,493,495
0,12,0,1290555,450,450,450,533,534,535
0,12,1,1290555,450,450,450,534,535,536
0,12,2,1290555,450,450,450,531,531,532
0,12,3,1290555,450,450,450,530,530,532
0,13,0,1290555,488,488,488,579,580,582
0,13,1,1290555,490,490,490,592,592,593
0,13,2,1290555,489,489,489,585,586,587
0,13,3,1290555,489,489,490,587,587,589
0,14,0,645277,530,530,531,630,632,634
0,14,1,645277,529,529,529,637,638,639
0,14,2,645277,529,529,530,637,638,640
0,14,3,645277,530,530,530,639,640,641
0,15,0,645277,567,567,567,685,688,690
0,15,1,645277,567,567,567,685,687,688
0,15,2,645277,568,568,568,688,690,691
0,15,3,645277,567,567,567,687,689,691
0,16,0,645277,598,598,599,726,728,730
0,16,1,645277,599,599,599,731,733,735
0,16,2,645277,598,598,599,730,732,734
0,16,3,645277,599,599,599,728,730,732
0,17,0,645277,643,643,644,785,788,790
0,17,1,645277,643,643,643,785,787,789
0,17,2,645277,643,643,643,783,785,788
0,17,3,645277,644,644,644,784,786,788
0,18,0,645277,680,680,680,823,825,828
0,18,1,645277,680,680,680,830,833,835
0,18,2,645277,680,680,680,833,835,837
0,18,3,645277,680,680,680,834,837,839
0,19,0,645277,718,718,718,884,886,888
0,19,1,645277,718,718,719,884,887,889
0,19,2,645277,719,719,719,879,882,884
0,19,3,645277,719,719,719,884,886,888
0,20,0,645277,754,754,754,930,933,935
0,20,1,645277,753,753,753,931,934,936
0,20,2,645277,753,753,753,928,931,933
0,20,3,645277,754,754,754,930,934,936
0,21,0,645277,791,791,792,983,984,987
0,21,1,645277,792,792,793,988,992,994
0,21,2,645277,791,791,792,969,972,976
0,21,3,645277,793,793,793,986,988,991
0,22,0,645277,829,829,830,1026,1028,1032
0,22,1,645277,830,830,830,1030,1034,1036
0,22,2,645277,830,830,831,1031,1035,1038
0,22,3,645277,829,829,830,1028,1032,1034
0,23,0,645277,868,868,869,1081,1086,1088
0,23,1,645277,868,868,869,1078,1082,1085
0,23,2,645277,869,869,870,1077,1081,1084
0,23,3,645277,870,870,870,1081,1086,1088
0,24,0,645277,903,903,903,1130,1135,1138
0,24,1,645277,902,902,903,1124,1127,1130
0,24,2,645277,902,902,902,1130,1135,1138
0,24,3,645277,901,901,901,1130,1134,1136
0,25,0,645277,945,945,945,1179,1182,1187
0,25,1,645277,945,945,945,1184,1188,1191
0,25,2,645277,945,945,945,1183,1188,1191
0,25,3,645277,946,946,946,1185,1191,1193
0,26,0,645277,983,983,984,1236,1241,1244
0,26,1,645277,983,983,984,1237,1242,1245
0,26,2,645277,984,984,984,1236,1240,1243
0,26,3,645277,985,985,985,1237,1242,1245
