order,x,iteration,allocs,get_min,get_avg,get_max,put_min,put_avg,put_max
9,1,0,1365,373,373,373,373,373,373
9,1,1,1365,360,360,360,360,360,360
9,1,2,1365,362,362,362,362,362,362
9,1,3,1365,371,371,371,371,371,371
9,2,0,1365,363,365,367,363,365,367
9,2,1,1365,360,365,370,360,365,370
9,2,2,1365,361,362,363,361,362,363
9,2,3,1365,359,360,362,359,360,362
9,4,0,1365,363,368,373,363,368,373
9,4,1,1365,367,370,371,367,370,371
9,4,2,1365,363,367,377,363,367,377
9,4,3,1365,362,365,370,362,365,370
9,8,0,1365,360,366,381,360,366,381
9,8,1,1365,360,363,366,360,363,366
9,8,2,1365,358,363,367,358,363,367
9,8,3,1365,357,361,368,357,361,368
9,16,0,1365,366,374,389,366,374,389
9,16,1,1365,357,362,370,357,362,370
9,16,2,1365,359,363,369,359,363,369
9,16,3,1365,359,362,368,359,362,368
9,24,0,1365,359,367,385,359,367,385
9,24,1,1365,357,362,370,357,362,370
9,24,2,1365,358,362,368,358,362,368
9,24,3,1365,368,371,377,368,371,377
