order,x,iteration,allocs,get_min,get_avg,get_max,put_min,put_avg,put_max
0,1,0,699050,184,184,184,184,184,184
0,1,1,699050,183,183,183,183,183,183
0,1,2,699050,183,183,183,183,183,183
0,1,3,699050,183,183,183,183,183,183
0,2,0,699050,183,183,183,183,183,183
0,2,1,699050,183,183,184,183,183,184
0,2,2,699050,183,183,183,183,183,183
0,2,3,699050,183,183,183,183,183,183
0,4,0,699050,183,183,185,183,183,185
0,4,1,699050,183,183,186,183,183,186
0,4,2,699050,183,183,185,183,183,185
0,4,3,699050,183,183,185,183,183,185
0,8,0,699050,183,183,185,183,183,185
0,8,1,699050,183,183,185,183,183,185
0,8,2,699050,183,183,186,183,183,186
0,8,3,699050,183,183,186,183,183,186
0,16,0,699050,183,183,186,183,183,186
0,16,1,699050,183,183,186,183,183,186
0,16,2,699050,183,183,186,183,183,186
0,16,3,699050,183,183,186,183,183,186
0,24,0,699050,184,184,188,184,184,188
0,24,1,699050,184,185,188,184,185,188
0,24,2,699050,184,184,188,184,184,188
0,24,3,699050,184,185,188,184,185,188
