alloc,x,iteration,memory,get_min,get_avg,get_max,put_min,put_avg,put_max,init,total,allocs
ArrayAtomicF,1,0,128,68,68,68,54,54,54,151,0,1257
ArrayAtomicF,1,1,128,61,61,61,53,53,53,34,0,1257
ArrayAtomicF,1,2,128,32,32,32,20,20,20,34,0,1257
ArrayAtomicF,1,3,128,27,27,27,20,20,20,33,0,1257
TableF,1,0,128,76,76,76,54,54,54,34,0,1257
TableF,1,1,128,31,31,31,19,19,19,34,0,1257
TableF,1,2,128,31,31,31,19,19,19,34,0,1257
TableF,1,3,128,76,76,76,53,53,53,34,0,1257
ArrayAtomicD,1,0,128,26,26,26,796,796,796,219,1,1260
ArrayAtomicD,1,1,128,60,60,60,927,927,927,40,1,1260
ArrayAtomicD,1,2,128,63,63,63,957,957,957,40,1,1260
ArrayAtomicD,1,3,128,60,60,60,925,925,925,40,1,1260
TableD,1,0,128,35,35,35,847,847,847,40,1,1260
TableD,1,1,128,38,38,38,738,738,738,40,0,1260
TableD,1,2,128,37,37,37,710,710,710,40,0,1260
TableD,1,3,128,38,38,38,703,703,703,40,0,1260
ArrayAtomicF,2,0,128,25,25,26,25,26,27,34,0,1257
ArrayAtomicF,2,1,128,24,43,62,21,37,54,33,0,1257
ArrayAtomicF,2,2,128,26,44,62,27,42,58,34,0,1257
ArrayAtomicF,2,3,128,25,25,25,21,21,22,34,0,1257
TableF,2,0,128,29,33,38,24,25,26,33,0,1257
TableF,2,1,128,29,52,76,27,43,59,33,0,1257
TableF,2,2,128,30,30,31,24,24,25,33,0,1257
TableF,2,3,128,29,52,76,28,44,60,33,0,1257
ArrayAtomicD,2,0,128,26,26,26,527,638,749,40,0,1260
ArrayAtomicD,2,1,128,22,23,24,488,589,690,40,0,1260
ArrayAtomicD,2,2,128,25,44,63,485,643,802,40,0,1260
ArrayAtomicD,2,3,128,25,44,64,476,680,885,40,0,1260
TableD,2,0,128,33,56,80,614,760,907,40,0,1260
TableD,2,1,128,32,54,77,563,731,900,40,0,1260
TableD,2,2,128,31,54,78,524,737,951,40,0,1260
TableD,2,3,128,33,55,78,534,764,994,40,0,1260
ArrayAtomicF,3,0,128,26,26,26,31,31,31,34,0,1257
ArrayAtomicF,3,1,128,23,48,62,28,50,62,34,0,1257
ArrayAtomicF,3,2,128,24,24,25,32,32,34,34,0,1257
ArrayAtomicF,3,3,128,22,48,61,27,49,60,34,0,1257
TableF,3,0,128,28,30,33,30,30,31,34,0,1257
TableF,3,1,128,30,61,78,28,35,40,34,0,1257
TableF,3,2,128,29,30,32,31,31,31,34,0,1257
TableF,3,3,128,29,60,77,29,53,66,34,0,1257
ArrayAtomicD,3,0,128,23,24,25,586,654,697,40,0,1260
ArrayAtomicD,3,1,128,25,51,67,518,715,815,40,0,1260
ArrayAtomicD,3,2,128,22,25,27,515,607,662,40,0,1260
ArrayAtomicD,3,3,128,24,24,25,533,627,685,40,0,1260
TableD,3,0,128,32,64,82,675,819,904,39,0,1260
TableD,3,1,128,33,63,79,607,831,971,40,0,1260
TableD,3,2,128,32,63,79,629,877,1003,40,0,1260
TableD,3,3,128,33,63,80,636,882,1010,40,0,1260
ArrayAtomicF,4,0,128,25,44,63,27,44,62,34,0,1257
ArrayAtomicF,4,1,128,23,30,37,34,35,37,34,0,1257
ArrayAtomicF,4,2,128,23,42,62,24,44,62,33,0,1257
ArrayAtomicF,4,3,128,24,43,61,31,48,66,34,0,1257
TableF,4,0,128,29,29,30,28,29,30,33,0,1257
TableF,4,1,128,29,35,42,28,30,32,33,0,1257
TableF,4,2,128,29,53,77,27,44,63,34,0,1257
TableF,4,3,128,28,29,30,30,30,32,34,0,1257
ArrayAtomicD,4,0,128,24,25,26,499,623,705,40,0,1260
ArrayAtomicD,4,1,128,24,43,62,487,641,784,40,0,1260
ArrayAtomicD,4,2,128,24,44,66,501,734,969,40,0,1260
ArrayAtomicD,4,3,128,24,44,64,483,625,780,40,0,1260
TableD,4,0,128,31,55,80,666,804,933,40,0,1260
TableD,4,1,128,30,54,79,686,802,950,40,0,1260
TableD,4,2,128,30,31,33,664,742,817,40,0,1260
TableD,4,3,128,30,55,80,671,787,909,40,0,1260
ArrayAtomicF,5,0,128,23,25,27,37,39,40,34,0,1257
ArrayAtomicF,5,1,128,24,47,62,23,31,37,34,0,1257
ArrayAtomicF,5,2,128,23,46,64,29,51,67,34,0,1257
ArrayAtomicF,5,3,128,23,24,26,38,41,46,34,0,1257
TableF,5,0,128,32,59,79,22,49,69,34,0,1257
TableF,5,1,128,28,29,31,31,33,35,34,0,1257
TableF,5,2,128,30,65,89,21,47,66,34,0,1257
TableF,5,3,128,29,58,80,21,47,65,33,0,1257
ArrayAtomicD,5,0,128,26,48,66,541,750,901,40,0,1260
ArrayAtomicD,5,1,128,23,24,26,520,662,730,40,0,1260
ArrayAtomicD,5,2,128,23,24,26,528,660,746,40,0,1260
ArrayAtomicD,5,3,128,24,46,64,491,732,897,40,0,1260
TableD,5,0,128,32,61,83,723,907,1039,40,1,1260
TableD,5,1,128,31,59,81,675,893,1042,40,0,1260
TableD,5,2,128,30,60,81,679,887,1028,40,0,1260
TableD,5,3,128,31,60,81,658,850,989,40,0,1260
ArrayAtomicF,6,0,128,26,44,64,20,32,40,34,0,1257
ArrayAtomicF,6,1,128,23,25,26,29,31,33,34,0,1257
ArrayAtomicF,6,2,128,24,43,63,19,24,28,34,0,1257
ArrayAtomicF,6,3,128,21,23,25,24,29,31,33,0,1257
TableF,6,0,128,29,31,34,33,35,38,34,0,1257
TableF,6,1,128,27,29,32,27,32,36,34,0,1257
TableF,6,2,128,28,53,78,23,41,62,34,0,1257
TableF,6,3,128,28,53,79,21,43,65,34,0,1257
ArrayAtomicD,6,0,128,24,24,26,574,685,781,41,0,1260
ArrayAtomicD,6,1,128,24,43,63,519,713,914,41,0,1260
ArrayAtomicD,6,2,128,23,25,27,526,644,729,40,0,1260
ArrayAtomicD,6,3,128,23,24,26,525,638,742,40,0,1260
TableD,6,0,128,30,30,32,813,910,1013,40,1,1260
TableD,6,1,128,29,31,33,796,889,998,40,1,1260
TableD,6,2,128,32,55,80,753,903,1021,40,1,1260
TableD,6,3,128,31,36,42,784,874,983,41,1,1260
ArrayAtomicF,7,0,128,24,47,64,34,54,71,34,0,1257
ArrayAtomicF,7,1,128,23,24,25,22,32,35,34,0,1257
ArrayAtomicF,7,2,128,25,46,64,29,48,64,34,0,1257
ArrayAtomicF,7,3,128,23,23,25,24,30,35,34,0,1257
TableF,7,0,128,29,57,80,23,50,78,34,0,1257
TableF,7,1,128,29,57,79,22,49,69,34,0,1257
TableF,7,2,128,28,30,32,27,35,40,34,0,1257
TableF,7,3,128,28,30,31,29,34,37,34,0,1257
ArrayAtomicD,7,0,128,25,46,64,561,797,983,40,0,1260
ArrayAtomicD,7,1,128,23,47,63,527,770,931,41,0,1260
ArrayAtomicD,7,2,128,23,24,25,575,717,869,40,0,1260
ArrayAtomicD,7,3,128,27,48,67,580,722,795,40,0,1260
TableD,7,0,128,30,58,80,835,1021,1175,40,1,1260
TableD,7,1,128,30,58,79,831,1002,1159,41,1,1260
TableD,7,2,128,31,59,82,829,995,1131,41,1,1260
TableD,7,3,128,31,37,43,836,957,1053,41,1,1260
ArrayAtomicF,8,0,128,23,25,27,26,36,40,34,0,1257
ArrayAtomicF,8,1,128,23,44,65,24,47,64,33,0,1257
ArrayAtomicF,8,2,128,23,24,27,28,38,41,33,0,1257
ArrayAtomicF,8,3,128,26,44,62,32,57,81,33,0,1257
TableF,8,0,128,29,53,78,24,43,65,33,0,1257
TableF,8,1,128,27,29,31,20,33,40,33,0,1257
TableF,8,2,128,29,54,79,22,33,42,33,0,1257
