order,x,iteration,allocs,get_min,get_avg,get_max,put_min,put_avg,put_max
0,1,0,645277,156,156,156,156,156,156
0,1,1,645277,131,131,131,131,131,131
0,1,2,645277,131,131,131,131,131,131
0,1,3,645277,131,131,131,131,131,131
0,2,0,645277,195,195,196,195,195,196
0,2,1,645277,195,195,196,195,195,196
0,2,2,645277,197,197,197,197,197,197
0,2,3,645277,195,195,196,195,195,196
0,3,0,645277,206,206,207,206,206,207
0,3,1,645277,206,206,207,206,206,207
0,3,2,645277,206,206,207,206,206,207
0,3,3,645277,207,207,209,207,207,209
0,4,0,645277,213,214,216,213,214,216
0,4,1,645277,213,214,216,213,214,216
0,4,2,645277,213,214,216,213,214,216
0,4,3,645277,213,213,214,213,213,214
0,5,0,645277,216,218,220,216,218,220
0,5,1,645277,216,218,220,216,218,220
0,5,2,645277,216,218,219,216,218,219
0,5,3,645277,216,218,219,216,218,219
0,6,0,645277,219,221,223,219,221,223
0,6,1,645277,219,220,223,219,220,223
0,6,2,645277,219,221,224,219,221,224
0,6,3,645277,222,223,226,222,223,226
0,7,0,645277,224,227,231,224,227,231
0,7,1,645277,224,227,230,224,227,230
0,7,2,645277,224,227,231,224,227,231
0,7,3,645277,224,226,230,224,226,230
0,8,0,645277,227,230,234,227,230,234
0,8,1,645277,227,230,234,227,230,234
0,8,2,645277,227,230,234,227,230,234
0,8,3,645277,227,230,234,227,230,234
0,9,0,645277,231,234,238,231,234,238
0,9,1,645277,231,234,238,231,234,238
0,9,2,645277,231,234,238,231,234,238
0,9,3,645277,231,234,238,231,234,238
0,10,0,645277,234,237,241,234,237,241
0,10,1,645277,234,237,241,234,237,241
0,10,2,645277,234,237,241,234,237,241
0,10,3,645277,234,237,241,234,237,241
0,11,0,645277,238,241,245,238,241,245
0,11,1,645277,238,241,245,238,241,245
0,11,2,645277,238,240,245,238,240,245
0,11,3,645277,238,241,245,238,241,245
0,12,0,645277,240,242,247,240,242,247
0,12,1,645277,240,242,247,240,242,247
0,12,2,645277,240,242,247,240,242,247
0,12,3,645277,240,242,247,240,242,247
0,13,0,645277,242,245,250,242,245,250
0,13,1,645277,242,245,250,242,245,250
0,13,2,645277,242,245,250,242,245,250
0,13,3,645277,242,245,249,242,245,249
0,14,0,645277,246,248,253,246,248,253
0,14,1,645277,246,248,253,246,248,253
0,14,2,645277,246,248,253,246,248,253
0,14,3,645277,246,249,253,246,249,253
0,15,0,645277,248,250,255,248,250,255
0,15,1,645277,248,251,256,248,251,256
0,15,2,645277,248,251,255,248,251,255
0,15,3,645277,248,250,255,248,250,255
0,16,0,645277,250,252,257,250,252,257
0,16,1,645277,250,252,257,250,252,257
0,16,2,645277,249,252,257,249,252,257
0,16,3,645277,250,252,257,250,252,257
0,17,0,645277,251,254,259,251,254,259
0,17,1,645277,251,254,259,251,254,259
0,17,2,645277,251,254,259,251,254,259
0,17,3,645277,251,254,259,251,254,259
0,18,0,645277,254,256,262,254,256,262
0,18,1,645277,254,256,261,254,256,261
0,18,2,645277,254,256,262,254,256,262
0,18,3,645277,254,256,261,254,256,261
0,19,0,645277,256,258,263,256,258,263
0,19,1,645277,256,258,264,256,258,264
0,19,2,645277,256,258,264,256,258,264
0,19,3,645277,256,258,264,256,258,264
0,20,0,645277,258,260,266,258,260,266
0,20,1,645277,258,261,266,258,261,266
0,20,2,645277,258,261,266,258,261,266
0,20,3,645277,258,261,266,258,261,266
0,21,0,645277,259,262,267,259,262,267
0,21,1,645277,260,262,267,260,262,267
0,21,2,645277,259,262,267,259,262,267
0,21,3,645277,259,262,267,259,262,267
0,22,0,645277,262,264,269,262,264,269
0,22,1,645277,261,264,269,261,264,269
0,22,2,645277,262,264,269,262,264,269
0,22,3,645277,261,264,269,261,264,269
0,23,0,645277,263,266,272,263,266,272
0,23,1,645277,263,266,272,263,266,272
0,23,2,645277,263,266,272,263,266,272
0,23,3,645277,263,266,272,263,266,272
0,24,0,645277,265,268,273,265,268,273
0,24,1,645277,265,267,273,265,267,273
0,24,2,645277,265,268,273,265,268,273
0,24,3,645277,265,267,273,265,267,273
0,25,0,645277,266,269,275,266,269,275
0,25,1,645277,266,269,275,266,269,275
0,25,2,645277,266,269,275,266,269,275
0,25,3,645277,267,269,275,267,269,275
0,26,0,645277,268,271,277,268,271,277
0,26,1,645277,268,271,277,268,271,277
0,26,2,645277,268,271,277,268,271,277
0,26,3,645277,268,271,277,268,271,277
