alloc,x,iteration,memory,get_min,get_avg,get_max,put_min,put_avg,put_max,init,total,allocs
ArrayAtomicF,1,0,128,630,630,630,630,630,630,148,405,644014
ArrayAtomicF,1,1,128,629,629,629,629,629,629,33,405,644014
ArrayAtomicF,1,2,128,629,629,629,629,629,629,33,405,644014
ArrayAtomicF,1,3,128,629,629,629,629,629,629,33,405,644014
TableF,1,0,128,628,628,628,628,628,628,33,404,644014
TableF,1,1,128,628,628,628,628,628,628,33,405,644014
TableF,1,2,128,629,629,629,629,629,629,33,405,644014
TableF,1,3,128,628,628,628,628,628,628,33,404,644014
ArrayAtomicD,1,0,128,780,780,780,780,780,780,214,503,645275
ArrayAtomicD,1,1,128,610,610,610,610,610,610,40,393,645275
ArrayAtomicD,1,2,128,609,609,609,609,609,609,40,393,645275
ArrayAtomicD,1,3,128,609,609,609,609,609,609,40,393,645275
TableD,1,0,128,717,717,717,717,717,717,40,462,645275
TableD,1,1,128,610,610,610,610,610,610,40,393,645275
TableD,1,2,128,610,610,610,610,610,610,40,394,645275
TableD,1,3,128,611,611,611,611,611,611,40,394,645275
ArrayAtomicF,2,0,128,623,648,674,623,648,674,33,417,644014
ArrayAtomicF,2,1,128,588,602,616,588,602,616,33,387,644014
ArrayAtomicF,2,2,128,610,623,637,610,623,637,33,401,644014
ArrayAtomicF,2,3,128,579,620,662,579,620,662,33,399,644014
TableF,2,0,128,595,617,639,595,617,639,33,397,644014
TableF,2,1,128,594,625,657,594,625,657,33,402,644014
TableF,2,2,128,621,629,638,621,629,638,33,405,644014
TableF,2,3,128,627,629,632,627,629,632,33,405,644014
ArrayAtomicD,2,0,128,994,1020,1047,994,1020,1047,40,658,645275
ArrayAtomicD,2,1,128,958,985,1013,958,985,1013,40,635,645275
ArrayAtomicD,2,2,128,954,959,965,954,959,965,40,619,645275
ArrayAtomicD,2,3,128,883,913,943,883,913,943,40,589,645275
TableD,2,0,128,889,944,1000,889,944,1000,40,609,645275
TableD,2,1,128,932,969,1006,932,969,1006,40,625,645275
TableD,2,2,128,949,983,1018,949,983,1018,40,634,645275
TableD,2,3,128,893,912,932,893,912,932,40,588,645275
ArrayAtomicF,3,0,128,526,571,610,526,571,610,34,367,644014
ArrayAtomicF,3,1,128,545,551,558,545,551,558,33,354,644014
ArrayAtomicF,3,2,128,555,571,584,555,571,584,34,367,644014
ArrayAtomicF,3,3,128,506,558,590,506,558,590,33,360,644014
TableF,3,0,128,621,643,664,621,643,664,33,414,644014
TableF,3,1,128,554,594,631,554,594,631,33,382,644014
TableF,3,2,128,643,646,653,643,646,653,32,416,644014
TableF,3,3,128,536,609,668,536,609,668,33,392,644014
ArrayAtomicD,3,0,128,896,903,917,896,903,917,40,582,645275
ArrayAtomicD,3,1,128,832,894,927,832,894,927,40,577,645275
ArrayAtomicD,3,2,128,842,877,922,842,877,922,40,565,645275
ArrayAtomicD,3,3,128,802,860,900,802,860,900,40,555,645275
TableD,3,0,128,912,944,961,912,944,961,40,609,645275
TableD,3,1,128,824,850,866,824,850,866,40,548,645275
TableD,3,2,128,810,862,943,810,862,943,40,556,645275
TableD,3,3,128,812,862,893,812,862,893,40,556,645275
ArrayAtomicF,4,0,128,607,643,668,607,643,668,34,414,644014
ArrayAtomicF,4,1,128,581,620,677,581,620,677,33,399,644014
ArrayAtomicF,4,2,128,611,653,690,611,653,690,33,420,644014
ArrayAtomicF,4,3,128,602,612,621,602,612,621,33,394,644014
TableF,4,0,128,612,678,712,612,678,712,33,437,644014
TableF,4,1,128,616,688,726,616,688,726,33,442,644014
TableF,4,2,128,568,654,717,568,654,717,33,421,644014
TableF,4,3,128,645,686,715,645,686,715,33,441,644014
ArrayAtomicD,4,0,128,854,880,900,854,880,900,40,567,645275
ArrayAtomicD,4,1,128,794,837,858,794,837,858,40,540,645275
ArrayAtomicD,4,2,128,835,851,874,835,851,874,40,549,645275
ArrayAtomicD,4,3,128,808,817,833,808,817,833,40,527,645275
TableD,4,0,128,863,916,948,863,916,948,40,591,645275
TableD,4,1,128,906,944,971,906,944,971,40,608,645275
TableD,4,2,128,884,912,939,884,912,939,40,588,645275
TableD,4,3,128,827,917,969,827,917,969,40,591,645275
ArrayAtomicF,5,0,128,602,670,701,602,670,701,33,431,644014
ArrayAtomicF,5,1,128,551,619,646,551,619,646,33,398,644014
ArrayAtomicF,5,2,128,599,669,700,599,669,700,33,431,644014
ArrayAtomicF,5,3,128,579,615,637,579,615,637,33,396,644014
TableF,5,0,128,648,686,745,648,686,745,33,441,644014
TableF,5,1,128,643,670,732,643,670,732,33,431,644014
TableF,5,2,128,601,671,707,601,671,707,33,432,644014
TableF,5,3,128,625,697,749,625,697,749,33,448,644014
ArrayAtomicD,5,0,128,865,898,939,865,898,939,40,579,645275
ArrayAtomicD,5,1,128,839,865,882,839,865,882,40,558,645275
ArrayAtomicD,5,2,128,863,894,942,863,894,942,40,577,645275
ArrayAtomicD,5,3,128,799,853,902,799,853,902,40,550,645275
TableD,5,0,128,891,982,1033,891,982,1033,40,633,645275
TableD,5,1,128,891,996,1065,891,996,1065,40,642,645275
TableD,5,2,128,920,969,1004,920,969,1004,40,625,645275
TableD,5,3,128,933,969,1004,933,969,1004,40,625,645275
ArrayAtomicF,6,0,128,686,722,744,686,722,744,34,464,644014
ArrayAtomicF,6,1,128,647,677,699,647,677,699,33,436,644014
ArrayAtomicF,6,2,128,622,710,741,622,710,741,34,457,644014
ArrayAtomicF,6,3,128,660,686,710,660,686,710,33,441,644014
TableF,6,0,128,704,743,785,704,743,785,33,478,644014
TableF,6,1,128,702,737,778,702,737,778,33,474,644014
TableF,6,2,128,672,736,770,672,736,770,33,474,644014
TableF,6,3,128,664,731,774,664,731,774,33,470,644014
ArrayAtomicD,6,0,128,947,961,978,947,961,978,40,620,645275
ArrayAtomicD,6,1,128,874,913,941,874,913,941,40,589,645275
ArrayAtomicD,6,2,128,903,933,963,903,933,963,40,602,645275
ArrayAtomicD,6,3,128,896,911,925,896,911,925,40,587,645275
TableD,6,0,128,957,1002,1045,957,1002,1045,40,646,645275
TableD,6,1,128,902,975,1037,902,975,1037,40,629,645275
TableD,6,2,128,917,977,1023,917,977,1023,40,630,645275
TableD,6,3,128,939,971,1005,939,971,1005,40,626,645275
ArrayAtomicF,7,0,128,714,745,774,714,745,774,34,479,644014
ArrayAtomicF,7,1,128,689,721,734,689,721,734,33,464,644014
ArrayAtomicF,7,2,128,721,746,776,721,746,776,33,480,644014
ArrayAtomicF,7,3,128,674,718,746,674,718,746,33,462,644014
TableF,7,0,128,706,747,785,706,747,785,34,480,644014
TableF,7,1,128,615,732,774,615,732,774,33,471,644014
TableF,7,2,128,665,746,783,665,746,783,32,480,644014
TableF,7,3,128,679,743,801,679,743,801,33,478,644014
ArrayAtomicD,7,0,128,961,987,1017,961,987,1017,40,636,645275
ArrayAtomicD,7,1,128,941,977,1007,941,977,1007,40,630,645275
ArrayAtomicD,7,2,128,945,980,1007,945,980,1007,40,632,645275
ArrayAtomicD,7,3,128,964,982,1003,964,982,1003,40,633,645275
TableD,7,0,128,898,998,1074,898,998,1074,40,644,645275
TableD,7,1,128,885,981,1030,885,981,1030,40,633,645275
TableD,7,2,128,886,996,1076,886,996,1076,40,642,645275
TableD,7,3,128,868,982,1034,868,982,1034,40,633,645275
ArrayAtomicF,8,0,128,776,792,804,776,792,804,34,510,644014
ArrayAtomicF,8,1,128,833,865,887,833,865,887,33,557,644014
ArrayAtomicF,8,2,128,815,827,842,815,827,842,33,532,644014
ArrayAtomicF,8,3,128,752,792,820,752,792,820,33,509,644014
TableF,8,0,128,762,791,811,762,791,811,33,509,644014
TableF,8,1,128,758,783,802,758,783,802,33,504,644014
TableF,8,2,128,780,795,816,780,795,816,33,511,644014
TableF,8,3,128,682,776,801,682,776,801,33,499,644014
ArrayAtomicD,8,0,128,1068,1103,1133,1068,1103,1133,40,711,645275
ArrayAtomicD,8,1,128,991,1009,1039,991,1009,1039,40,651,645275
ArrayAtomicD,8,2,128,1046,1090,1133,1046,1090,1133,40,703,645275
ArrayAtomicD,8,3,128,983,1002,1015,983,1002,1015,40,646,645275
TableD,8,0,128,947,1046,1084,947,1046,1084,40,674,645275
TableD,8,1,128,952,1041,1085,952,1041,1085,40,671,645275
TableD,8,2,128,891,1026,1064,891,1026,1064,40,661,645275
TableD,8,3,128,972,1030,1076,972,1030,1076,40,664,645275
ArrayAtomicF,9,0,128,879,893,911,879,893,911,33,575,644014
ArrayAtomicF,9,1,128,764,793,821,764,793,821,33,511,644014
ArrayAtomicF,9,2,128,769,799,830,769,799,830,33,514,644014
ArrayAtomicF,9,3,128,754,794,819,754,794,819,33,511,644014
TableF,9,0,128,787,812,839,787,812,839,33,523,644014
