order,x,iteration,allocs,get_min,get_avg,get_max,put_min,put_avg,put_max
0,1,0,645277,83,83,83,92,92,92
0,1,1,645277,82,82,82,92,92,92
0,1,2,645277,83,83,83,92,92,92
0,1,3,645277,83,83,83,92,92,92
0,2,0,645277,83,83,83,91,91,92
0,2,1,645277,83,83,83,92,92,92
0,2,2,645277,82,82,82,91,91,92
0,2,3,645277,83,83,83,91,91,92
0,3,0,645277,83,83,83,92,92,92
0,3,1,645277,83,83,83,91,91,92
0,3,2,645277,83,83,83,91,91,92
0,3,3,645277,83,83,84,92,92,93
0,4,0,645277,83,83,84,92,94,103
0,4,1,645277,83,83,84,91,94,102
0,4,2,645277,83,83,84,91,94,103
0,4,3,645277,83,83,84,91,94,103
0,5,0,645277,83,83,84,92,95,103
0,5,1,645277,83,83,84,92,95,104
0,5,2,645277,83,83,84,92,95,103
0,5,3,645277,84,84,85,92,94,101
0,6,0,645277,84,84,85,92,95,104
0,6,1,645277,84,84,85,92,94,103
0,6,2,645277,84,84,86,91,94,103
0,6,3,645277,84,84,85,91,94,102
0,7,0,645277,85,85,86,91,93,102
0,7,1,645277,84,84,86,92,94,103
0,7,2,645277,84,84,85,92,94,104
0,7,3,645277,85,85,86,92,94,102
0,8,0,645277,86,86,87,92,94,103
0,8,1,645277,85,85,86,91,94,104
0,8,2,645277,85,85,86,91,93,102
0,8,3,645277,85,86,87,91,94,103
0,9,0,645277,88,88,89,92,94,103
0,9,1,645277,86,86,87,91,93,102
0,9,2,645277,86,86,87,91,93,103
0,9,3,645277,87,87,87,91,93,102
0,10,0,645277,87,88,89,91,93,104
0,10,1,645277,87,87,88,92,93,102
0,10,2,645277,87,87,88,91,93,103
0,10,3,645277,87,88,89,92,93,102
0,11,0,645277,89,89,90,91,93,103
0,11,1,645277,88,88,89,91,93,102
0,11,2,645277,89,89,90,91,93,103
0,11,3,645277,89,89,90,91,93,103
0,12,0,645277,89,89,90,91,93,103
0,12,1,645277,90,90,91,92,93,103
0,12,2,645277,89,90,91,91,93,102
0,12,3,645277,90,90,91,92,93,103
0,13,0,645277,90,91,92,92,93,102
0,13,1,645277,90,90,92,92,94,102
0,13,2,645277,90,90,91,91,93,103
0,13,3,645277,91,91,93,92,93,102
0,14,0,645277,91,91,92,91,94,102
0,14,1,645277,93,94,95,92,93,103
0,14,2,645277,92,92,94,92,93,103
0,14,3,645277,92,92,94,91,93,103
0,15,0,645277,95,95,96,92,93,103
0,15,1,645277,94,95,96,92,94,105
0,15,2,645277,95,95,96,92,93,103
0,15,3,645277,93,93,94,92,93,105
0,16,0,645277,95,95,97,91,93,105
0,16,1,645277,95,95,96,92,93,103
0,16,2,645277,95,96,97,92,94,103
0,16,3,645277,94,95,96,91,93,103
0,17,0,645277,96,96,98,91,93,103
0,17,1,645277,100,101,102,92,93,103
0,17,2,645277,98,98,99,91,93,105
0,17,3,645277,99,99,100,92,93,103
0,18,0,645277,99,99,101,91,93,104
0,18,1,645277,99,99,100,92,93,105
0,18,2,645277,98,99,100,92,94,105
0,18,3,645277,99,99,101,91,93,103
0,19,0,645277,102,102,103,92,93,103
0,19,1,645277,100,101,102,92,93,103
0,19,2,645277,101,101,103,91,93,103
0,19,3,645277,101,101,103,92,93,105
0,20,0,645277,102,102,104,92,94,105
0,20,1,645277,104,104,106,92,94,104
0,20,2,645277,103,103,104,91,94,103
0,20,3,645277,102,103,104,92,94,103
0,21,0,645277,104,105,106,92,94,103
0,21,1,645277,104,106,107,92,94,103
0,21,2,645277,106,107,108,91,94,104
0,21,3,645277,107,108,109,92,94,103
0,22,0,645277,109,109,110,92,94,105
0,22,1,645277,106,107,109,92,94,104
0,22,2,645277,109,109,111,92,94,104
0,22,3,645277,109,110,111,92,94,104
0,23,0,645277,109,110,112,92,95,105
0,23,1,645277,110,111,113,91,94,103
0,23,2,645277,113,114,115,91,94,103
0,23,3,645277,111,112,113,92,94,104
0,24,0,645277,112,113,114,92,94,104
0,24,1,645277,110,111,112,92,95,105
0,24,2,645277,111,112,113,93,95,104
0,24,3,645277,111,111,113,92,94,105
0,25,0,645277,113,114,115,92,95,104
0,25,1,645277,115,115,117,92,95,104
0,25,2,645277,115,116,117,92,94,103
0,25,3,645277,114,115,116,92,95,104
0,26,0,645277,117,118,120,92,95,105
0,26,1,645277,114,115,116,92,95,104
0,26,2,645277,121,123,125,92,95,105
0,26,3,645277,116,117,119,92,94,105
