alloc,x,iteration,memory,get_min,get_avg,get_max,put_min,put_avg,put_max,init,total,allocs
ArrayAtomicF,1,0,128,328,328,328,328,328,328,307,0,1257
ArrayAtomicF,1,1,128,120,120,120,120,120,120,331,0,1257
ArrayAtomicF,1,2,128,340,340,340,340,340,340,334,0,1257
ArrayAtomicF,1,3,128,123,123,123,123,123,123,327,0,1257
TableF,1,0,128,345,345,345,345,345,345,335,0,1257
TableF,1,1,128,337,337,337,337,337,337,336,0,1257
TableF,1,2,128,125,125,125,125,125,125,336,0,1257
TableF,1,3,128,345,345,345,345,345,345,336,0,1257
ArrayAtomicD,1,0,128,6142,6142,6142,6142,6142,6142,652,7,1260
ArrayAtomicD,1,1,128,4783,4783,4783,4783,4783,4783,676,6,1260
ArrayAtomicD,1,2,128,4826,4826,4826,4826,4826,4826,675,6,1260
ArrayAtomicD,1,3,128,4774,4774,4774,4774,4774,4774,677,6,1260
TableD,1,0,128,4452,4452,4452,4452,4452,4452,677,5,1260
TableD,1,1,128,4846,4846,4846,4846,4846,4846,674,6,1260
TableD,1,2,128,4547,4547,4547,4547,4547,4547,674,5,1260
TableD,1,3,128,4612,4612,4612,4612,4612,4612,676,5,1260
ArrayAtomicF,2,0,128,316,319,323,316,319,323,309,0,1257
ArrayAtomicF,2,1,128,339,398,458,339,398,458,331,0,1257
ArrayAtomicF,2,2,128,359,384,410,359,384,410,331,0,1257
ArrayAtomicF,2,3,128,298,355,413,298,355,413,332,0,1257
TableF,2,0,128,328,330,333,328,330,333,332,0,1257
TableF,2,1,128,359,379,399,359,379,399,325,0,1257
TableF,2,2,128,370,405,440,370,405,440,334,0,1257
TableF,2,3,128,382,419,457,382,419,457,334,0,1257
ArrayAtomicD,2,0,128,13169,14196,15224,13169,14196,15224,679,17,1260
ArrayAtomicD,2,1,128,12785,14703,16621,12785,14703,16621,643,18,1260
ArrayAtomicD,2,2,128,13695,14443,15191,13695,14443,15191,426,18,1260
ArrayAtomicD,2,3,128,13525,14443,15362,13525,14443,15362,433,18,1260
TableD,2,0,128,13052,14340,15628,13052,14340,15628,431,17,1260
TableD,2,1,128,12255,13877,15500,12255,13877,15500,432,17,1260
TableD,2,2,128,13558,14630,15703,13558,14630,15703,435,18,1260
TableD,2,3,128,13584,14574,15564,13584,14574,15564,433,18,1260
ArrayAtomicF,3,0,128,337,374,397,337,374,397,153,0,1257
ArrayAtomicF,3,1,128,384,443,535,384,443,535,151,0,1257
ArrayAtomicF,3,2,128,353,427,572,353,427,572,151,0,1257
ArrayAtomicF,3,3,128,382,400,410,382,400,410,149,0,1257
TableF,3,0,128,323,379,463,323,379,463,149,0,1257
TableF,3,1,128,373,437,532,373,437,532,149,0,1257
TableF,3,2,128,345,387,451,345,387,451,149,0,1257
TableF,3,3,128,339,370,400,339,370,400,149,0,1257
ArrayAtomicD,3,0,128,12903,18585,21632,12903,18585,21632,433,23,1260
ArrayAtomicD,3,1,128,12971,18140,21637,12971,18140,21637,434,22,1260
ArrayAtomicD,3,2,128,12859,18089,20982,12859,18089,20982,432,22,1260
ArrayAtomicD,3,3,128,13014,18178,21289,13014,18178,21289,432,22,1260
TableD,3,0,128,13031,18717,22091,13031,18717,22091,432,23,1260
TableD,3,1,128,13193,19008,22412,13193,19008,22412,433,23,1260
TableD,3,2,128,12628,18816,22081,12628,18816,22081,433,23,1260
TableD,3,3,128,13598,19343,22565,13598,19343,22565,432,24,1260
ArrayAtomicF,4,0,128,546,628,693,546,628,693,151,0,1257
ArrayAtomicF,4,1,128,520,568,616,520,568,616,149,0,1257
ArrayAtomicF,4,2,128,489,593,707,489,593,707,149,0,1257
ArrayAtomicF,4,3,128,480,500,515,480,500,515,149,0,1257
TableF,4,0,128,515,576,635,515,576,635,149,0,1257
TableF,4,1,128,430,448,485,430,448,485,149,0,1257
TableF,4,2,128,501,566,609,501,566,609,149,0,1257
TableF,4,3,128,497,541,593,497,541,593,149,0,1257
ArrayAtomicD,4,0,128,22114,27244,32330,22114,27244,32330,431,33,1260
ArrayAtomicD,4,1,128,21836,26493,31167,21836,26493,31167,432,32,1260
ArrayAtomicD,4,2,128,21597,26358,31610,21597,26358,31610,431,32,1260
ArrayAtomicD,4,3,128,24255,28127,32293,24255,28127,32293,432,35,1260
TableD,4,0,128,23085,28080,33466,23085,28080,33466,434,35,1260
TableD,4,1,128,23093,27938,32948,23093,27938,32948,431,34,1260
TableD,4,2,128,23291,27794,32343,23291,27794,32343,433,34,1260
TableD,4,3,128,22471,27750,33067,22471,27750,33067,428,34,1260
ArrayAtomicF,5,0,128,513,553,588,513,553,588,152,0,1257
ArrayAtomicF,5,1,128,509,530,554,509,530,554,150,0,1257
ArrayAtomicF,5,2,128,516,603,663,516,603,663,150,0,1257
ArrayAtomicF,5,3,128,463,504,537,463,504,537,150,0,1257
TableF,5,0,128,481,516,540,481,516,540,150,0,1257
TableF,5,1,128,537,604,656,537,604,656,150,0,1257
TableF,5,2,128,484,550,601,484,550,601,150,0,1257
TableF,5,3,128,538,546,564,538,546,564,151,0,1257
ArrayAtomicD,5,0,128,24635,32762,38233,24635,32762,38233,429,40,1260
ArrayAtomicD,5,1,128,23527,30743,36239,23527,30743,36239,433,38,1260
ArrayAtomicD,5,2,128,26000,32241,37441,26000,32241,37441,435,40,1260
ArrayAtomicD,5,3,128,23279,30866,36916,23279,30866,36916,432,38,1260
TableD,5,0,128,25362,32314,37944,25362,32314,37944,432,40,1260
TableD,5,1,128,24583,32591,38603,24583,32591,38603,431,40,1260
TableD,5,2,128,25430,32720,39004,25430,32720,39004,432,40,1260
TableD,5,3,128,25608,32220,38070,25608,32220,38070,434,40,1260
ArrayAtomicF,6,0,128,533,599,646,533,599,646,150,0,1257
ArrayAtomicF,6,1,128,608,674,714,608,674,714,150,0,1257
ArrayAtomicF,6,2,128,602,690,736,602,690,736,150,0,1257
ArrayAtomicF,6,3,128,590,668,717,590,668,717,150,0,1257
TableF,6,0,128,616,681,724,616,681,724,150,0,1257
TableF,6,1,128,584,644,702,584,644,702,150,0,1257
TableF,6,2,128,579,616,647,579,616,647,150,0,1257
TableF,6,3,128,523,582,623,523,582,623,151,0,1257
ArrayAtomicD,6,0,128,34225,40434,47128,34225,40434,47128,432,50,1260
ArrayAtomicD,6,1,128,35498,41264,47806,35498,41264,47806,433,51,1260
ArrayAtomicD,6,2,128,33673,39393,46376,33673,39393,46376,433,49,1260
ArrayAtomicD,6,3,128,34728,40436,47407,34728,40436,47407,433,50,1260
TableD,6,0,128,34043,40316,47277,34043,40316,47277,432,50,1260
TableD,6,1,128,37512,42746,49070,37512,42746,49070,430,53,1260
TableD,6,2,128,33346,39237,46690,33346,39237,46690,433,49,1260
TableD,6,3,128,35581,41942,48679,35581,41942,48679,433,52,1260
ArrayAtomicF,7,0,128,613,640,665,613,640,665,153,0,1257
ArrayAtomicF,7,1,128,674,717,758,674,717,758,151,0,1257
ArrayAtomicF,7,2,128,534,591,625,534,591,625,151,0,1257
ArrayAtomicF,7,3,128,594,642,699,594,642,699,151,0,1257
TableF,7,0,128,636,684,718,636,684,718,151,0,1257
TableF,7,1,128,617,635,663,617,635,663,151,0,1257
TableF,7,2,128,583,616,643,583,616,643,151,0,1257
TableF,7,3,128,611,687,746,611,687,746,151,0,1257
ArrayAtomicD,7,0,128,36779,44796,52681,36779,44796,52681,433,56,1260
ArrayAtomicD,7,1,128,36761,44297,51747,36761,44297,51747,432,55,1260
ArrayAtomicD,7,2,128,36471,44593,51935,36471,44593,51935,434,55,1260
ArrayAtomicD,7,3,128,35688,43702,51297,35688,43702,51297,431,54,1260
TableD,7,0,128,39508,46984,54339,39508,46984,54339,432,58,1260
TableD,7,1,128,36606,44987,53082,36606,44987,53082,434,56,1260
