alloc,x,iteration,memory,get_min,get_avg,get_max,put_min,put_avg,put_max,init,total,allocs
Array3C32,1,0,128,179,179,179,179,179,179,1,0,2730
Array3C32,1,1,128,178,178,178,178,178,178,1,0,2730
Array3C32,1,2,128,178,178,178,178,178,178,1,0,2730
Array3C32,1,3,128,178,178,178,178,178,178,1,0,2730
Array3C32,2,0,128,218,278,338,218,278,338,1,0,2730
Array3C32,2,1,128,172,175,179,172,175,179,1,0,2730
Array3C32,2,2,128,172,176,180,172,176,180,1,0,2730
Array3C32,2,3,128,188,252,316,188,252,316,1,0,2730
Array3C32,4,0,128,172,174,181,172,174,181,1,0,2730
Array3C32,4,1,128,171,174,180,171,174,180,1,0,2730
Array3C32,4,2,128,189,253,322,189,253,322,1,0,2730
Array3C32,4,3,128,173,174,179,173,174,179,1,0,2730
Array3C32,8,0,128,171,250,336,171,250,336,1,0,2730
Array3C32,8,1,128,171,312,458,171,312,458,1,0,2730
Array3C32,8,2,128,171,173,179,171,173,179,1,0,2730
Array3C32,8,3,128,172,242,323,172,242,323,1,0,2730
Array3C32,16,0,128,171,172,180,171,172,180,1,0,2730
Array3C32,16,1,128,171,178,265,171,178,265,1,0,2730
Array3C32,16,2,128,175,242,309,175,242,309,1,0,2730
Array3C32,16,3,128,172,250,339,172,250,339,1,0,2730
Array3C32,24,0,128,172,173,182,172,173,182,1,0,2730
Array3C32,24,1,128,172,174,182,172,174,182,1,0,2730
Array3C32,24,2,128,172,174,181,172,174,181,1,0,2730
Array3C32,24,3,128,171,178,255,171,178,255,1,0,2730
