alloc,x,iteration,memory,get_min,get_avg,get_max,put_min,put_avg,put_max,init,total,allocs
ArrayAtomicF,1,0,128,68,68,68,54,54,54,306,0,1257
ArrayAtomicF,1,1,128,30,30,30,19,19,19,327,0,1257
ArrayAtomicF,1,2,128,34,34,34,19,19,19,327,0,1257
ArrayAtomicF,1,3,128,75,75,75,54,54,54,325,0,1257
TableF,1,0,128,107,107,107,53,53,53,330,0,1257
TableF,1,1,128,76,76,76,53,53,53,330,0,1257
TableF,1,2,128,112,112,112,54,54,54,330,0,1257
TableF,1,3,128,62,62,62,19,19,19,330,0,1257
ArrayAtomicD,1,0,128,47,47,47,5543,5543,5543,611,7,1260
ArrayAtomicD,1,1,128,61,61,61,5660,5660,5660,663,7,1260
ArrayAtomicD,1,2,128,78,78,78,5703,5703,5703,662,7,1260
ArrayAtomicD,1,3,128,99,99,99,5285,5285,5285,664,6,1260
TableD,1,0,128,34,34,34,5480,5480,5480,661,6,1260
TableD,1,1,128,78,78,78,5419,5419,5419,661,6,1260
TableD,1,2,128,32,32,32,5435,5435,5435,657,6,1260
TableD,1,3,128,77,77,77,5665,5665,5665,663,7,1260
ArrayAtomicF,2,0,128,62,66,70,68,68,69,308,0,1257
ArrayAtomicF,2,1,128,30,49,68,33,68,103,328,0,1257
ArrayAtomicF,2,2,128,29,36,44,20,20,20,329,0,1257
ArrayAtomicF,2,3,128,30,49,68,27,46,66,329,0,1257
TableF,2,0,128,51,77,104,25,25,26,329,0,1257
TableF,2,1,128,41,61,81,28,43,59,325,0,1257
TableF,2,2,128,36,70,104,27,43,59,332,0,1257
TableF,2,3,128,33,55,77,27,44,61,332,0,1257
ArrayAtomicD,2,0,128,30,57,84,12921,14501,16082,666,18,1260
ArrayAtomicD,2,1,128,30,74,119,13632,15072,16512,670,18,1260
ArrayAtomicD,2,2,128,24,42,61,12142,14018,15894,664,17,1260
ArrayAtomicD,2,3,128,22,23,24,11727,13738,15750,662,16,1260
TableD,2,0,128,29,54,79,12435,14495,16556,659,17,1260
TableD,2,1,128,30,30,31,12078,14108,16138,662,17,1260
TableD,2,2,128,30,56,83,11821,13906,15991,658,17,1260
TableD,2,3,128,29,53,78,11829,13884,15940,657,17,1260
ArrayAtomicF,3,0,128,29,54,70,33,53,65,310,0,1257
ArrayAtomicF,3,1,128,26,46,59,44,66,79,328,0,1257
ArrayAtomicF,3,2,128,27,51,65,29,50,64,332,0,1257
ArrayAtomicF,3,3,128,24,26,28,34,34,35,332,0,1257
TableF,3,0,128,32,63,80,28,52,65,333,0,1257
TableF,3,1,128,32,63,81,30,53,66,332,0,1257
TableF,3,2,128,32,62,79,29,52,65,332,0,1257
